    1 1  1  1 1.000000e+00 1
    1 2  1  2 1.000000e+00 2
    2 1  1  1 1.000000e+00 1
    2 2  1  1 1.000000e+00 1
    3 1  1  1 1.000000e+00 1
    3 2  1  1 1.000000e+00 1
    4 1  1  1 1.000000e+00 1
    4 2  1  2 1.000000e+00 2
    5 1  1  2 1.000000e+00 2
    5 2  1  2 1.000000e+00 2
    6 1  1  1 1.000000e+00 1
    6 2  1  1 1.000000e+00 1
    7 1  1  1 1.000000e+00 1
    7 2  1  2 1.000000e+00 2
    8 1  1  1 1.000000e+00 1
    8 2  1  1 1.000000e+00 1
    9 1  1  1 1.000000e+00 1
    9 2  1  1 1.000000e+00 1
   10 1  1  2 1.000000e+00 2
   10 2  2  2 1.000000e+00 4
   11 1  1  1 1.000000e+00 1
   11 2  1  1 1.000000e+00 1
   12 1  1  1 1.000000e+00 1
   12 2  1  2 1.000000e+00 2
   13 1  1  1 1.000000e+00 1
   13 2  1  2 1.000000e+00 2
   14 1  1  1 1.000000e+00 1
   14 2  1  1 1.000000e+00 1
   15 1  1  1 1.000000e+00 1
   15 2  1  1 1.000000e+00 1
   16 1  1  1 1.000000e+00 1
   16 2  1  2 1.000000e+00 2
   17 1  1  2 1.000000e+00 2
   17 2  1  2 1.000000e+00 2
   18 1  1  1 1.000000e+00 1
   18 2  1  2 1.000000e+00 2
   19 1  1  1 1.000000e+00 1
   19 2  1  1 1.000000e+00 1
   20 1  1  1 1.000000e+00 1
   20 2  1  2 1.000000e+00 2
   21 1  1  1 1.000000e+00 1
   21 2  1  1 1.000000e+00 1
   22 1  1  1 1.000000e+00 1
   22 2  1  2 1.000000e+00 2
   23 1  1  1 1.000000e+00 1
   23 2  1  2 1.000000e+00 2
   24 1  1  1 1.000000e+00 1
   24 2  1  2 1.000000e+00 2
   25 1  1  1 1.000000e+00 1
   25 2  1  1 1.000000e+00 1
   26 1  1  2 1.000000e+00 2
   26 2  1  2 1.000000e+00 2
   27 1  1  1 1.000000e+00 1
   27 2  1  1 1.000000e+00 1
   28 1  1  1 1.000000e+00 1
   28 2  1  2 1.000000e+00 2
   29 1  1  1 1.000000e+00 1
   29 2  1  1 1.000000e+00 1
   30 1  1  1 1.000000e+00 1
   30 2  1  1 1.000000e+00 1
   31 1  1  1 1.000000e+00 1
   31 2  1  2 1.000000e+00 2
   32 1  1  2 1.000000e+00 2
   32 2  1  2 1.000000e+00 2
   33 1  1  1 1.000000e+00 1
   33 2  1  2 1.000000e+00 2
   34 1  1  1 1.000000e+00 1
   34 2  1  1 1.000000e+00 1
   35 1  1  1 1.000000e+00 1
   35 2  1  2 1.000000e+00 2
   36 1  1  2 1.000000e+00 2
   36 2  1  2 1.000000e+00 2
   37 1  1  2 1.000000e+00 2
   37 2  2  2 1.000000e+00 4
   38 1  1  1 1.000000e+00 1
   38 2  1  2 1.000000e+00 2
   39 1  1  1 1.000000e+00 1
   39 2  1  1 1.000000e+00 1
   40 1  1  1 1.000000e+00 1
   40 2  1  2 1.000000e+00 2
   41 1  1  1 1.000000e+00 1
   41 2  1  2 1.000000e+00 2
   42 1  1  1 8.373285e-01 1
   42 2  2  2 8.373285e-01 4
   42 1  2  1 1.626715e-01 3
   42 2  1  2 1.626715e-01 2
   43 1  1  1 1.000000e+00 1
   43 2  1  2 1.000000e+00 2
   44 1  1  1 1.000000e+00 1
   44 2  1  1 1.000000e+00 1
   45 1  1  1 1.000000e+00 1
   45 2  1  2 1.000000e+00 2
   46 1  1  1 1.000000e+00 1
   46 2  1  2 1.000000e+00 2
   47 1  1  1 1.000000e+00 1
   47 2  1  1 1.000000e+00 1
   48 1  1  1 1.000000e+00 1
   48 2  1  2 1.000000e+00 2
   49 1  1  1 1.000000e+00 1
   49 2  1  2 1.000000e+00 2
   50 1  1  1 1.000000e+00 1
   50 2  1  1 1.000000e+00 1
   51 1  1  1 1.000000e+00 1
   51 2  1  2 1.000000e+00 2
   52 1  1  1 1.000000e+00 1
   52 2  1  2 1.000000e+00 2
   53 1  1  1 1.000000e+00 1
   53 2  1  2 1.000000e+00 2
   54 1  1  1 8.373285e-01 1
   54 2  2  2 8.373285e-01 4
   54 1  2  1 1.626715e-01 3
   54 2  1  2 1.626715e-01 2
   55 1  1  1 1.000000e+00 1
   55 2  1  1 1.000000e+00 1
   56 1  1  1 1.000000e+00 1
   56 2  1  2 1.000000e+00 2
   57 1  1  1 1.000000e+00 1
   57 2  1  1 1.000000e+00 1
   58 1  1  1 1.000000e+00 1
   58 2  1  2 1.000000e+00 2
   59 1  1  1 1.000000e+00 1
   59 2  1  1 1.000000e+00 1
   60 1  1  1 1.000000e+00 1
   60 2  1  2 1.000000e+00 2
   61 1  1  1 1.000000e+00 1
   61 2  1  2 1.000000e+00 2
   62 1  1  1 1.000000e+00 1
   62 2  1  1 1.000000e+00 1
   63 1  1  1 1.000000e+00 1
   63 2  1  2 1.000000e+00 2
   64 1  1  1 1.000000e+00 1
   64 2  1  2 1.000000e+00 2
   65 1  1  1 1.000000e+00 1
   65 2  1  2 1.000000e+00 2
   66 1  1  1 8.373285e-01 1
   66 2  2  2 8.373285e-01 4
   66 1  2  1 1.626715e-01 3
   66 2  1  2 1.626715e-01 2
   67 1  1  1 1.000000e+00 1
   67 2  1  1 1.000000e+00 1
   68 1  1  1 1.000000e+00 1
   68 2  1  2 1.000000e+00 2
   69 1  1  1 1.000000e+00 1
   69 2  1  1 1.000000e+00 1
   70 1  1  1 1.000000e+00 1
   70 2  1  2 1.000000e+00 2
   71 1  1  1 1.000000e+00 1
   71 2  1  1 1.000000e+00 1
   72 1  1  1 1.000000e+00 1
   72 2  1  1 1.000000e+00 1
   73 1  1  1 1.000000e+00 1
   73 2  1  2 1.000000e+00 2
   74 1  1  1 1.000000e+00 1
   74 2  1  1 1.000000e+00 1
   75 1  1  1 1.000000e+00 1
   75 2  1  2 1.000000e+00 2
   76 1  1  1 8.373285e-01 1
   76 2  2  2 8.373285e-01 4
   76 1  2  1 1.626715e-01 3
   76 2  1  2 1.626715e-01 2
   77 1  1  1 1.000000e+00 1
   77 2  1  1 1.000000e+00 1
   78 1  1  1 1.000000e+00 1
   78 2  1  1 1.000000e+00 1
   79 1  1  2 1.000000e+00 2
   79 2  2  2 1.000000e+00 4
   80 1  1  1 1.000000e+00 1
   80 2  1  1 1.000000e+00 1
   81 1  1  1 1.000000e+00 1
   81 2  1  2 1.000000e+00 2
   82 1  1  1 1.000000e+00 1
   82 2  1  1 1.000000e+00 1
   83 1  1  1 1.000000e+00 1
   83 2  1  2 1.000000e+00 2
   84 1  1  1 1.000000e+00 1
   84 2  1  2 1.000000e+00 2
   85 1  1  1 1.000000e+00 1
   85 2  1  1 1.000000e+00 1
   86 1  1  1 1.000000e+00 1
   86 2  1  1 1.000000e+00 1
   87 1  1  2 1.000000e+00 2
   87 2  1  2 1.000000e+00 2
   88 1  1  1 1.000000e+00 1
   88 2  1  1 1.000000e+00 1
